tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-416,Rome Masters,Clay,64,M,20050502,32,103498,2,,Marat Safin,R,193,RUS,25.2621492129,4,3145,102562,,,Jiri Novak,R,190,CZE,30.1136208077,23,1235,6-7(3) 6-1 6-1,3,R64,112,6,2,78,38,33,19,13,5,7,2,2,90,58,32,14,13,3,10
2005-416,Rome Masters,Clay,64,M,20050502,33,104053,1,,Andy Roddick,R,188,USA,22.6721423682,3,3515,102610,,,Albert Costa,R,180,ESP,29.8535249829,50,780,6-4 7-5,3,R32,95,8,0,53,32,30,15,11,1,1,0,1,69,57,36,8,11,3,5
2005-416,Rome Masters,Clay,64,M,20050502,34,104269,,,Fernando Verdasco,L,188,ESP,21.4620123203,56,685,104527,,Q,Stanislas Wawrinka,R,183,SUI,20.0958247775,99,421,7-6(8) 6-2,3,R32,99,7,2,78,66,45,6,10,6,7,1,4,65,40,25,15,10,2,5
2005-416,Rome Masters,Clay,64,M,20050502,35,103909,9,,Guillermo Coria,R,175,ARG,23.2991101985,11,1915,103017,,,Nicolas Kiefer,R,183,GER,27.8247775496,30,1070,6-1 6-1,3,R32,75,1,3,42,27,23,7,7,3,3,2,1,50,25,11,10,7,4,9
2005-416,Rome Masters,Clay,64,M,20050502,36,102106,,WC,Davide Sanguinetti,R,188,ITA,32.6844626968,76,513,102148,,,Fabrice Santoro,R,178,FRA,32.3942505133,54,730,6-3 7-5,3,R32,84,2,2,55,33,27,9,10,1,3,4,0,59,35,22,9,11,7,12
2005-416,Rome Masters,Clay,64,M,20050502,37,102450,4,,Tim Henman,R,185,GBR,30.6529774127,6,2155,103454,,,Nicolas Massu,R,183,CHI,25.5605749487,21,1265,6-3 6-2,3,R32,85,3,2,53,32,25,11,9,0,1,3,5,56,34,17,11,8,3,7
2005-416,Rome Masters,Clay,64,M,20050502,38,103103,,,Dominik Hrbaty,R,183,SVK,27.3237508556,24,1211,103898,,Q,Julien Benneteau,R,185,FRA,23.3648186174,96,426,7-6(4) 6-0,3,R32,83,3,0,61,40,32,13,9,6,7,0,2,55,37,22,7,9,2,6
2005-416,Rome Masters,Clay,64,M,20050502,39,103344,12,,Ivan Ljubicic,R,193,CRO,26.12183436,14,1615,103206,,,Sebastien Grosjean,R,175,FRA,26.9267624914,28,1130,6-4 3-6 6-3,3,R32,154,3,2,105,58,40,23,14,5,8,3,0,82,38,25,25,14,5,9
2005-416,Rome Masters,Clay,64,M,20050502,40,101736,6,,Andre Agassi,R,180,USA,35.0088980151,9,2045,104755,,Q,Richard Gasquet,R,185,FRA,18.8720054757,59,637,6-2 6-3,3,R32,64,2,1,51,26,19,16,8,4,4,1,6,56,28,18,12,9,2,6
2005-416,Rome Masters,Clay,64,M,20050502,41,103252,,LL,Alberto Martin,R,175,ESP,26.6995208761,62,614,103808,,WC,Potito Starace,R,188,ITA,23.8001368925,61,616,6-3 3-6 6-3,3,R32,116,5,4,89,54,38,17,14,7,10,3,1,87,69,44,6,13,8,12
2005-416,Rome Masters,Clay,64,M,20050502,42,103632,,,Luis Horna,R,180,PER,24.629705681,58,669,104312,,WC,Andreas Seppi,R,190,ITA,21.1937029432,122,356,2-6 6-3 6-4,3,R32,107,4,0,78,56,41,10,14,1,4,5,3,75,46,30,17,13,6,9
2005-416,Rome Masters,Clay,64,M,20050502,43,103970,,,David Ferrer,R,175,ESP,23.0828199863,25,1210,102563,16,,Thomas Johansson,R,180,SWE,30.1081451061,18,1293,6-3 6-4,3,R32,91,3,4,60,36,23,15,10,3,5,3,2,67,33,19,16,9,1,5
2005-416,Rome Masters,Clay,64,M,20050502,44,103292,3,,Gaston Gaudio,R,175,ARG,26.3956194387,5,2300,103835,,,Filippo Volandri,R,183,ITA,23.6550308008,31,1060,6-4 6-2,3,R32,96,0,1,82,52,39,12,9,13,14,0,1,59,39,23,8,9,4,8
2005-416,Rome Masters,Clay,64,M,20050502,45,104745,5,,Rafael Nadal,L,185,ESP,18.9130732375,7,2100,103812,,Q,Victor Hanescu,R,198,ROU,23.780971937,85,465,6-1 6-1,3,R32,63,0,2,42,25,19,10,7,1,1,0,2,44,29,14,4,7,2,7
2005-416,Rome Masters,Clay,64,M,20050502,46,103084,11,,Guillermo Canas,R,185,ARG,27.4332648871,13,1675,104338,,Q,Juan Monaco,R,185,ARG,21.0924024641,69,565,6-0 6-0,3,R32,65,3,1,31,27,23,2,6,1,1,0,0,48,41,13,3,6,2,8
2005-416,Rome Masters,Clay,64,M,20050502,47,103285,15,,Radek Stepanek,R,185,CZE,26.4284736482,17,1330,103428,,,Juan Ignacio Chela,R,190,ARG,25.6728268309,45,865,6-4 4-6 6-1,3,R32,149,3,4,96,51,36,24,14,7,10,3,4,86,50,33,15,13,8,13
2005-416,Rome Masters,Clay,64,M,20050502,48,104597,,Q,Nicolas Almagro,R,183,ESP,19.6960985626,101,419,103498,2,,Marat Safin,R,193,RUS,25.2621492129,4,3145,6-4 6-3,3,R32,95,2,0,74,51,30,15,10,9,11,9,1,62,35,21,12,9,6,10
2005-416,Rome Masters,Clay,64,M,20050502,49,104269,,,Fernando Verdasco,L,188,ESP,21.4620123203,56,685,104053,1,,Andy Roddick,R,188,USA,22.6721423682,3,3515,6-7(1) 7-6(3) 6-4,3,R16,154,13,2,118,88,67,11,17,11,14,12,0,121,87,61,13,17,9,13
2005-416,Rome Masters,Clay,64,M,20050502,50,103909,9,,Guillermo Coria,R,175,ARG,23.2991101985,11,1915,102106,,WC,Davide Sanguinetti,R,188,ITA,32.6844626968,76,513,6-0 6-4,3,R16,77,0,0,50,34,24,11,8,2,2,0,0,58,32,21,9,8,5,9
2005-416,Rome Masters,Clay,64,M,20050502,51,103103,,,Dominik Hrbaty,R,183,SVK,27.3237508556,24,1211,102450,4,,Tim Henman,R,185,GBR,30.6529774127,6,2155,6-3 3-6 6-3,3,R16,121,2,8,88,45,35,17,13,2,6,5,3,88,45,30,18,14,8,14
2005-416,Rome Masters,Clay,64,M,20050502,52,101736,6,,Andre Agassi,R,180,USA,35.0088980151,9,2045,103344,12,,Ivan Ljubicic,R,193,CRO,26.12183436,14,1615,7-6(4) 6-3,3,R16,103,6,0,76,49,37,14,11,3,4,8,2,65,37,25,15,10,1,3
2005-416,Rome Masters,Clay,64,M,20050502,53,103252,,LL,Alberto Martin,R,175,ESP,26.6995208761,62,614,103632,,,Luis Horna,R,180,PER,24.629705681,58,669,6-1 6-3,3,R16,89,0,2,62,36,28,13,8,6,6,2,2,64,40,22,11,8,9,13
2005-416,Rome Masters,Clay,64,M,20050502,54,103970,,,David Ferrer,R,175,ESP,23.0828199863,25,1210,103292,3,,Gaston Gaudio,R,175,ARG,26.3956194387,5,2300,6-0 6-1,3,R16,59,0,1,43,27,19,9,7,1,2,0,1,44,33,12,2,6,6,12
2005-416,Rome Masters,Clay,64,M,20050502,55,104745,5,,Rafael Nadal,L,185,ESP,18.9130732375,7,2100,103084,11,,Guillermo Canas,R,185,ARG,27.4332648871,13,1675,6-3 6-1,3,R16,84,1,1,45,36,28,5,8,0,0,1,0,51,31,14,11,8,5,9
2005-416,Rome Masters,Clay,64,M,20050502,56,103285,15,,Radek Stepanek,R,185,CZE,26.4284736482,17,1330,104597,,Q,Nicolas Almagro,R,183,ESP,19.6960985626,101,419,4-6 6-4 6-2,3,R16,119,5,4,75,45,33,20,14,3,5,5,3,98,60,41,16,14,9,13
2005-416,Rome Masters,Clay,64,M,20050502,57,103909,9,,Guillermo Coria,R,175,ARG,23.2991101985,11,1915,104269,,,Fernando Verdasco,L,188,ESP,21.4620123203,56,685,3-6 6-3 6-3,3,QF,125,1,1,84,48,33,20,13,3,5,5,1,87,58,38,12,14,3,7
2005-416,Rome Masters,Clay,64,M,20050502,58,101736,6,,Andre Agassi,R,180,USA,35.0088980151,9,2045,103103,,,Dominik Hrbaty,R,183,SVK,27.3237508556,24,1211,6-3 6-3,3,QF,72,3,2,53,29,22,10,9,3,6,2,1,58,37,20,3,9,5,11
2005-416,Rome Masters,Clay,64,M,20050502,59,103970,,,David Ferrer,R,175,ESP,23.0828199863,25,1210,103252,,LL,Alberto Martin,R,175,ESP,26.6995208761,62,614,6-2 3-6 7-5,3,QF,139,2,3,106,76,47,9,15,10,16,1,6,90,52,29,17,14,6,13
2005-416,Rome Masters,Clay,64,M,20050502,60,104745,5,,Rafael Nadal,L,185,ESP,18.9130732375,7,2100,103285,15,,Radek Stepanek,R,185,CZE,26.4284736482,17,1330,5-7 6-1 6-1,3,QF,129,0,0,78,58,42,10,13,2,4,2,3,82,51,30,13,13,5,11
2005-416,Rome Masters,Clay,64,M,20050502,61,103909,9,,Guillermo Coria,R,175,ARG,23.2991101985,11,1915,101736,6,,Andre Agassi,R,180,USA,35.0088980151,9,2045,7-5 7-6(0),3,SF,106,4,3,68,52,38,5,12,2,6,3,3,76,41,25,12,12,5,10
2005-416,Rome Masters,Clay,64,M,20050502,62,104745,5,,Rafael Nadal,L,185,ESP,18.9130732375,7,2100,103970,,,David Ferrer,R,175,ESP,23.0828199863,25,1210,4-6 6-4 7-5,3,SF,149,0,0,102,71,43,16,16,1,7,2,4,82,51,31,14,16,2,9
2005-416,Rome Masters,Clay,64,M,20050502,63,104745,5,,Rafael Nadal,L,185,ESP,18.9130732375,7,2100,103909,9,,Guillermo Coria,R,175,ARG,23.2991101985,11,1915,6-4 3-6 6-3 4-6 7-6(6),5,F,314,1,3,176,119,70,26,25,8,17,3,7,202,148,85,23,25,11,20
2005-414,Hamburg Masters,Clay,64,M,20050509,1,103819,1,,Roger Federer,R,185,SUI,23.7508555784,1,6605,104269,,,Fernando Verdasco,L,188,ESP,21.4811772758,48,785,6-4 6-3,3,R64,73,6,0,49,31,26,14,10,0,0,0,1,57,42,29,7,9,5,7
2005-414,Hamburg Masters,Clay,64,M,20050509,2,104607,,,Tomas Berdych,R,196,CZE,19.6413415469,46,801,103970,,,David Ferrer,R,175,ESP,23.1019849418,17,1345,6-2 2-6 6-3,3,R64,113,2,2,104,57,41,24,13,14,16,1,4,57,32,24,14,12,1,4
2005-414,Hamburg Masters,Clay,64,M,20050509,3,102856,,,Gustavo Kuerten,R,190,BRA,28.6598220397,110,395,102318,,,Andrei Pavel,R,183,ROU,31.279945243,36,925,6-2 6-1,3,R64,56,5,1,55,29,22,16,8,4,4,1,0,40,32,19,1,7,4,8
2005-414,Hamburg Masters,Clay,64,M,20050509,4,103990,14,,Tommy Robredo,R,180,ESP,23.022587269,16,1415,102565,,WC,Alexander Waske,R,188,GER,30.1081451061,139,312,4-6 7-5 6-3,3,R64,124,4,4,87,52,37,19,16,1,5,3,4,106,65,40,18,15,9,14
2005-414,Hamburg Masters,Clay,64,M,20050509,5,103909,10,,Guillermo Coria,R,175,ARG,23.318275154,8,2265,102434,,,Vincent Spadea,R,183,USA,30.8062970568,43,875,6-0 6-2,3,R64,60,1,0,48,39,29,6,7,4,4,1,4,41,24,13,3,7,2,7
2005-414,Hamburg Masters,Clay,64,M,20050509,6,104022,,,Mikhail Youzhny,R,183,RUS,22.8720054757,24,1185,103971,,,Karol Beck,R,180,SVK,23.099247091,41,887,6-3 6-2,3,R64,66,2,0,40,24,16,13,8,0,1,2,2,59,31,15,13,9,6,11
2005-414,Hamburg Masters,Clay,64,M,20050509,7,104339,,,Mario Ancic,R,196,CRO,21.1088295688,21,1255,104252,,,Florian Mayer,R,190,GER,21.5934291581,47,785,6-1 6-2,3,R64,61,8,0,48,34,27,8,8,2,2,0,1,51,34,16,8,7,6,10
2005-414,Hamburg Masters,Clay,64,M,20050509,8,103602,,,Fernando Gonzalez,R,183,CHI,24.7775496235,23,1240,103908,,LL,Paul Henri Mathieu,R,185,FRA,23.3210130048,66,576,6-4 6-4,3,R64,109,3,1,62,34,28,15,10,2,2,2,1,65,40,32,10,10,2,4
2005-414,Hamburg Masters,Clay,64,M,20050509,9,103498,3,,Marat Safin,R,193,RUS,25.2813141684,4,3105,103252,,,Alberto Martin,R,175,ESP,26.7186858316,53,742,6-1 6-0,3,R64,50,3,1,38,23,21,8,7,1,1,0,2,40,24,9,6,6,2,7
2005-414,Hamburg Masters,Clay,64,M,20050509,10,103507,,Q,Juan Carlos Ferrero,R,183,ESP,25.2375085558,39,905,103781,,,Jurgen Melzer,L,183,AUT,23.9644079398,35,930,6-3 7-5,3,R64,90,0,1,55,39,28,10,10,4,6,2,3,92,53,29,19,11,9,14
2005-414,Hamburg Masters,Clay,64,M,20050509,11,103264,,Q,Mariano Puerta,L,180,ARG,26.636550308,44,875,103694,,,Olivier Rochus,R,168,BEL,24.3039014374,38,921,4-6 6-1 6-3,3,R64,116,2,2,83,54,40,14,13,6,8,6,4,86,56,35,10,13,5,10
2005-414,Hamburg Masters,Clay,64,M,20050509,12,103786,15,,Nikolay Davydenko,R,178,RUS,23.9342915811,20,1285,103566,,,Michael Llodra,L,190,FRA,24.9746748802,51,756,6-1 6-1,3,R64,46,0,0,38,28,23,7,7,1,1,1,0,43,29,15,3,7,0,5
2005-414,Hamburg Masters,Clay,64,M,20050509,13,103206,,,Sebastien Grosjean,R,175,FRA,26.945927447,27,1130,104026,11,,Joachim Johansson,R,198,SWE,22.855578371,12,1655,6-1 6-4,3,R64,64,7,0,51,38,28,11,9,1,1,2,6,50,26,18,9,8,1,4
2005-414,Hamburg Masters,Clay,64,M,20050509,14,103017,,,Nicolas Kiefer,R,183,GER,27.8439425051,29,1100,104259,,WC,Philipp Kohlschreiber,R,178,GER,21.5633127995,73,538,6-4 6-3,3,R64,98,3,0,60,35,22,14,10,3,6,4,3,76,42,25,14,9,2,7
2005-414,Hamburg Masters,Clay,64,M,20050509,15,103835,,,Filippo Volandri,R,183,ITA,23.6741957563,31,1020,104597,,Q,Nicolas Almagro,R,183,ESP,19.7152635181,80,501,6-3 6-2,3,R64,81,0,0,67,46,28,14,8,8,9,3,2,73,42,25,12,9,6,11
2005-414,Hamburg Masters,Clay,64,M,20050509,16,103852,,,Feliciano Lopez,L,188,ESP,23.6331279945,26,1170,101736,8,,Andre Agassi,R,180,USA,35.0280629706,7,2270,6-2 7-6(5),3,R64,92,6,2,77,56,40,10,10,4,5,6,2,83,54,33,14,10,9,12
2005-414,Hamburg Masters,Clay,64,M,20050509,17,102450,5,,Tim Henman,R,185,GBR,30.6721423682,9,2155,102694,,WC,Lars Burgsmuller,R,183,GER,29.4236824093,91,456,6-3 6-4,3,R64,85,5,1,55,33,27,14,10,0,0,1,4,67,37,23,19,9,8,10
2005-414,Hamburg Masters,Clay,64,M,20050509,18,102257,,,Greg Rusedski,L,193,GBR,31.6714579055,45,863,104332,,WC,Philipp Petzschner,R,185,GER,21.1252566735,304,115,7-6(3) 3-6 6-3,3,R64,126,7,4,103,66,49,21,15,6,7,3,1,90,50,33,29,15,2,3
2005-414,Hamburg Masters,Clay,64,M,20050509,19,103428,,,Juan Ignacio Chela,R,190,ARG,25.6919917864,40,895,102563,,,Thomas Johansson,R,180,SWE,30.1273100616,19,1320,4-6 6-3 6-4,3,R64,193,2,4,117,78,52,12,15,9,14,1,0,98,32,20,33,14,11,17
2005-414,Hamburg Masters,Clay,64,M,20050509,20,104417,,,Robin Soderling,R,193,SWE,20.733744011,37,925,103900,9,,David Nalbandian,R,180,ARG,23.3511293634,11,1685,7-6(8) 7-5,3,R64,126,8,2,107,63,44,21,12,4,6,1,3,78,44,33,16,12,4,7
2005-414,Hamburg Masters,Clay,64,M,20050509,21,103344,13,,Ivan Ljubicic,R,193,CRO,26.1409993155,13,1655,103632,,,Luis Horna,R,180,PER,24.6488706366,58,669,6-3 6-3,3,R64,64,11,1,46,36,30,7,9,2,2,3,2,54,34,22,9,9,2,5
2005-414,Hamburg Masters,Clay,64,M,20050509,22,103294,,Q,Christophe Rochus,R,170,BEL,26.3983572895,68,566,103490,,Q,Santiago Ventura,R,183,ESP,25.3415468857,72,546,6-3 6-2,3,R64,92,0,0,68,41,26,13,8,5,7,1,1,66,39,18,12,9,7,13
2005-414,Hamburg Masters,Clay,64,M,20050509,23,102610,,,Albert Costa,R,180,ESP,29.8726899384,64,590,103018,,,Max Mirnyi,R,196,BLR,27.8412046543,42,880,7-6(3) 7-5,3,R64,115,3,2,99,70,48,15,12,11,12,8,1,73,45,33,15,12,1,3
2005-414,Hamburg Masters,Clay,64,M,20050509,24,103292,4,,Gaston Gaudio,R,175,ARG,26.4147843943,6,2370,103176,,Q,David Sanchez,R,183,ESP,27.0527036277,135,322,6-2 6-2,3,R64,77,0,0,52,29,21,15,8,1,1,1,1,59,37,23,8,8,4,8
2005-414,Hamburg Masters,Clay,64,M,20050509,25,104338,,LL,Juan Monaco,R,185,ARG,21.1115674196,62,609,104214,,,Igor Andreev,R,185,RUS,21.8206707734,34,939,6-2 6-7(5) 6-1,3,R64,118,1,2,86,62,33,15,13,4,8,1,4,82,54,28,10,14,5,14
2005-414,Hamburg Masters,Clay,64,M,20050509,26,102562,,,Jiri Novak,R,190,CZE,30.1327857632,28,1115,103387,,,Paradorn Srichaphan,R,185,THA,25.9028062971,33,945,6-2 6-3,3,R64,60,0,0,55,35,26,10,9,4,5,2,2,52,30,17,9,8,3,7
2005-414,Hamburg Masters,Clay,64,M,20050509,27,104312,,Q,Andreas Seppi,R,190,ITA,21.2128678987,113,386,102783,,,Rainer Schuettler,R,180,GER,29.0376454483,63,600,7-5 6-7(5) 6-4,3,R64,170,2,1,112,69,46,22,17,8,13,1,4,117,68,43,24,17,9,16
2005-414,Hamburg Masters,Clay,64,M,20050509,28,103084,12,,Guillermo Canas,R,185,ARG,27.4524298426,10,1715,102148,,,Fabrice Santoro,R,178,FRA,32.4134154689,50,760,6-2 6-1,3,R64,65,2,0,53,35,27,7,8,5,6,0,1,39,23,12,5,7,1,6
2005-414,Hamburg Masters,Clay,64,M,20050509,29,103285,16,,Radek Stepanek,R,185,CZE,26.4476386037,15,1420,102642,,,Cyril Saulnier,R,190,FRA,29.7303216975,49,778,7-6(5) 6-2,3,R64,88,5,2,65,48,37,6,10,2,4,0,2,64,41,28,8,10,3,7
2005-414,Hamburg Masters,Clay,64,M,20050509,30,103103,,,Dominik Hrbaty,R,183,SVK,27.3429158111,18,1331,103163,,,Tommy Haas,R,188,GER,27.099247091,22,1245,6-4 7-5,3,R64,88,4,2,69,37,27,20,11,1,2,6,0,53,31,26,10,11,0,3
2005-414,Hamburg Masters,Clay,64,M,20050509,31,104755,,Q,Richard Gasquet,R,185,FRA,18.8911704312,56,686,103333,,,Ivo Karlovic,R,208,CRO,26.1930184805,77,510,6-1 1-0 RET,3,R64,35,0,0,18,13,13,3,4,0,0,2,0,21,11,4,4,4,0,3
2005-414,Hamburg Masters,Clay,64,M,20050509,32,103454,,,Nicolas Massu,R,183,CHI,25.5797399042,25,1175,104053,2,,Andy Roddick,R,188,USA,22.6913073238,3,3585,7-6(4) 4-6 7-5,3,R64,178,8,1,113,73,46,24,17,5,9,19,3,115,75,53,18,17,7,11
2005-414,Hamburg Masters,Clay,64,M,20050509,33,103819,1,,Roger Federer,R,185,SUI,23.7508555784,1,6605,104607,,,Tomas Berdych,R,196,CZE,19.6413415469,46,801,6-2 6-1,3,R32,54,4,0,41,25,21,9,7,1,1,2,2,40,23,12,5,8,2,7
2005-414,Hamburg Masters,Clay,64,M,20050509,34,103990,14,,Tommy Robredo,R,180,ESP,23.022587269,16,1415,102856,,,Gustavo Kuerten,R,190,BRA,28.6598220397,110,395,6-3 6-0,3,R32,62,2,1,45,30,21,11,8,2,3,0,4,53,28,16,7,7,7,12
2005-414,Hamburg Masters,Clay,64,M,20050509,35,103909,10,,Guillermo Coria,R,175,ARG,23.318275154,8,2265,104022,,,Mikhail Youzhny,R,183,RUS,22.8720054757,24,1185,6-2 6-3,3,R32,83,0,1,57,47,31,6,8,4,5,1,0,59,39,20,8,9,6,11
2005-414,Hamburg Masters,Clay,64,M,20050509,36,104339,,,Mario Ancic,R,196,CRO,21.1088295688,21,1255,103602,,,Fernando Gonzalez,R,183,CHI,24.7775496235,23,1240,6-3 7-6(1),3,R32,95,4,1,76,47,36,13,11,4,6,2,8,66,39,29,11,10,2,5
2005-414,Hamburg Masters,Clay,64,M,20050509,37,103507,,Q,Juan Carlos Ferrero,R,183,ESP,25.2375085558,39,905,103498,3,,Marat Safin,R,193,RUS,25.2813141684,4,3105,4-6 6-4 6-2,3,R32,132,1,2,86,62,46,12,14,3,4,9,4,97,60,47,12,14,8,11
2005-414,Hamburg Masters,Clay,64,M,20050509,38,103786,15,,Nikolay Davydenko,R,178,RUS,23.9342915811,20,1285,103264,,Q,Mariano Puerta,L,180,ARG,26.636550308,44,875,7-5 6-3,3,R32,110,6,1,75,46,31,13,10,9,11,1,2,76,46,24,14,11,5,10
2005-414,Hamburg Masters,Clay,64,M,20050509,39,103206,,,Sebastien Grosjean,R,175,FRA,26.945927447,27,1130,103017,,,Nicolas Kiefer,R,183,GER,27.8439425051,29,1100,2-6 6-3 6-4,3,R32,139,3,0,72,40,27,20,14,1,5,6,3,103,49,37,21,13,12,16
2005-414,Hamburg Masters,Clay,64,M,20050509,40,103835,,,Filippo Volandri,R,183,ITA,23.6741957563,31,1020,103852,,,Feliciano Lopez,L,188,ESP,23.6331279945,26,1170,6-4 2-6 6-2,3,R32,99,1,1,72,54,38,8,13,0,4,3,1,82,54,35,10,13,9,14
2005-414,Hamburg Masters,Clay,64,M,20050509,41,102450,5,,Tim Henman,R,185,GBR,30.6721423682,9,2155,102257,,,Greg Rusedski,L,193,GBR,31.6714579055,45,863,7-6(3) 6-4,3,R32,110,4,1,74,51,37,12,11,1,3,3,4,85,56,34,17,11,8,11
2005-414,Hamburg Masters,Clay,64,M,20050509,42,103428,,,Juan Ignacio Chela,R,190,ARG,25.6919917864,40,895,104417,,,Robin Soderling,R,193,SWE,20.733744011,37,925,6-1 6-4,3,R32,87,0,1,43,29,23,7,8,0,1,2,4,54,28,15,11,9,4,9
2005-414,Hamburg Masters,Clay,64,M,20050509,43,103294,,Q,Christophe Rochus,R,170,BEL,26.3983572895,68,566,103344,13,,Ivan Ljubicic,R,193,CRO,26.1409993155,13,1655,6-4 6-2,3,R32,73,1,2,50,28,19,15,9,0,1,4,2,56,29,17,12,9,1,5
2005-414,Hamburg Masters,Clay,64,M,20050509,44,103292,4,,Gaston Gaudio,R,175,ARG,26.4147843943,6,2370,102610,,,Albert Costa,R,180,ESP,29.8726899384,64,590,7-5 6-0,3,R32,85,5,3,57,29,21,15,9,2,4,2,0,56,41,18,6,9,1,7
2005-414,Hamburg Masters,Clay,64,M,20050509,45,102562,,,Jiri Novak,R,190,CZE,30.1327857632,28,1115,104338,,LL,Juan Monaco,R,185,ARG,21.1115674196,62,609,6-3 4-6 7-6(6),3,R32,152,1,2,125,82,47,19,16,9,16,1,0,103,68,32,19,15,3,10
2005-414,Hamburg Masters,Clay,64,M,20050509,46,104312,,Q,Andreas Seppi,R,190,ITA,21.2128678987,113,386,103084,12,,Guillermo Canas,R,185,ARG,27.4524298426,10,1715,7-6(9) 6-2,3,R32,129,1,2,94,54,36,17,10,9,11,4,2,66,40,22,14,10,0,4
2005-414,Hamburg Masters,Clay,64,M,20050509,47,103103,,,Dominik Hrbaty,R,183,SVK,27.3429158111,18,1331,103285,16,,Radek Stepanek,R,185,CZE,26.4476386037,15,1420,7-5 7-6(2),3,R32,113,1,2,77,51,41,10,12,7,9,4,6,100,56,38,20,12,9,12
2005-414,Hamburg Masters,Clay,64,M,20050509,48,104755,,Q,Richard Gasquet,R,185,FRA,18.8911704312,56,686,103454,,,Nicolas Massu,R,183,CHI,25.5797399042,25,1175,2-6 6-2 6-2,3,R32,111,3,1,66,47,30,9,12,2,6,1,3,78,42,28,12,12,6,12
2005-414,Hamburg Masters,Clay,64,M,20050509,49,103819,1,,Roger Federer,R,185,SUI,23.7508555784,1,6605,103990,14,,Tommy Robredo,R,180,ESP,23.022587269,16,1415,6-2 6-3,3,R16,67,2,3,55,29,23,12,9,3,4,1,0,49,29,15,10,8,1,5
2005-414,Hamburg Masters,Clay,64,M,20050509,50,103909,10,,Guillermo Coria,R,175,ARG,23.318275154,8,2265,104339,,,Mario Ancic,R,196,CRO,21.1088295688,21,1255,6-4 6-3,3,R16,82,0,0,46,32,22,11,9,2,3,2,0,58,36,23,8,10,4,8
2005-414,Hamburg Masters,Clay,64,M,20050509,51,103786,15,,Nikolay Davydenko,R,178,RUS,23.9342915811,20,1285,103507,,Q,Juan Carlos Ferrero,R,183,ESP,25.2375085558,39,905,3-6 6-2 6-1,3,R16,103,2,3,60,34,24,15,12,0,3,3,0,82,65,33,8,12,6,12
2005-414,Hamburg Masters,Clay,64,M,20050509,52,103835,,,Filippo Volandri,R,183,ITA,23.6741957563,31,1020,103206,,,Sebastien Grosjean,R,175,FRA,26.945927447,27,1130,6-3 6-4,3,R16,81,0,1,54,35,24,13,9,3,4,0,2,58,28,16,14,10,1,5
2005-414,Hamburg Masters,Clay,64,M,20050509,53,103428,,,Juan Ignacio Chela,R,190,ARG,25.6919917864,40,895,102450,5,,Tim Henman,R,185,GBR,30.6721423682,9,2155,3-6 6-4 6-2,3,R16,127,0,4,92,60,36,16,13,10,14,1,3,85,54,36,10,14,11,17
2005-414,Hamburg Masters,Clay,64,M,20050509,54,103294,,Q,Christophe Rochus,R,170,BEL,26.3983572895,68,566,103292,4,,Gaston Gaudio,R,175,ARG,26.4147843943,6,2370,2-6 7-5 6-3,3,R16,140,1,1,102,46,30,25,15,8,14,3,1,106,67,42,14,14,12,18
2005-414,Hamburg Masters,Clay,64,M,20050509,55,104312,,Q,Andreas Seppi,R,190,ITA,21.2128678987,113,386,102562,,,Jiri Novak,R,190,CZE,30.1327857632,28,1115,6-3 6-4,3,R16,70,2,1,56,27,17,19,10,4,6,4,1,53,36,19,8,9,4,8
2005-414,Hamburg Masters,Clay,64,M,20050509,56,104755,,Q,Richard Gasquet,R,185,FRA,18.8911704312,56,686,103103,,,Dominik Hrbaty,R,183,SVK,27.3429158111,18,1331,6-1 6-2,3,R16,53,4,0,42,27,23,10,8,1,1,2,2,44,26,13,6,7,3,7
2005-414,Hamburg Masters,Clay,64,M,20050509,57,103819,1,,Roger Federer,R,185,SUI,23.7508555784,1,6605,103909,10,,Guillermo Coria,R,175,ARG,23.318275154,8,2265,6-4 7-6(3),3,QF,95,5,2,66,39,26,18,11,1,3,2,4,72,50,31,10,11,3,6
2005-414,Hamburg Masters,Clay,64,M,20050509,58,103786,15,,Nikolay Davydenko,R,178,RUS,23.9342915811,20,1285,103835,,,Filippo Volandri,R,183,ITA,23.6741957563,31,1020,7-6(5) 6-4,3,QF,110,1,1,63,37,26,15,11,2,5,1,3,77,56,29,12,11,7,11
2005-414,Hamburg Masters,Clay,64,M,20050509,59,103294,,Q,Christophe Rochus,R,170,BEL,26.3983572895,68,566,103428,,,Juan Ignacio Chela,R,190,ARG,25.6919917864,40,895,3-6 6-0 6-3,3,QF,114,0,2,89,56,37,18,12,7,10,3,1,78,48,28,11,12,6,12
2005-414,Hamburg Masters,Clay,64,M,20050509,60,104755,,Q,Richard Gasquet,R,185,FRA,18.8911704312,56,686,104312,,Q,Andreas Seppi,R,190,ITA,21.2128678987,113,386,6-1 6-2,3,QF,53,0,0,37,20,18,14,8,0,0,1,0,39,26,15,4,7,1,5
